Sample	Uniq_SampleID	Date of Collection	Avg Cov	Pangolin	GISAID_ID
ME-HETL-J1397	ME-HETL-J1397	2/4/21	7185	B.1.298	EPI_ISL_1048750
ME-HETL-J1398	ME-HETL-J1398	1/31/21	8346	B.1.517	EPI_ISL_1048718
ME-HETL-J1399	ME-HETL-J1399	2/4/21	10180	B.1.2	EPI_ISL_1048751
ME-HETL-J1400	ME-HETL-J1400	1/2/21	2171	B.1.2	#N/A
ME-HETL-J1401	ME-HETL-J1401	1/2/21	7056	B.1.2	EPI_ISL_1048666
ME-HETL-J1402	ME-HETL-J1402	1/2/21	8665	B.1.2	EPI_ISL_1048667
ME-HETL-J1403	ME-HETL-J1403	1/2/21	10541	B.1.2	EPI_ISL_1048668
ME-HETL-J1404	ME-HETL-J1404	1/2/21	6935	B.1.2	EPI_ISL_1048669
ME-HETL-J1405	ME-HETL-J1405	1/2/21	4576	B.1.2	EPI_ISL_1048670
ME-HETL-J1406	ME-HETL-J1406	1/1/21	6238	B.1.240	EPI_ISL_1048665
ME-HETL-J1407	ME-HETL-J1407	1/2/21	9359	B.1	EPI_ISL_1048671
ME-HETL-J1408	ME-HETL-J1408	2/1/21	4464	B.1.2	EPI_ISL_1048618
ME-HETL-J1409	ME-HETL-J1409	1/4/21	3734	B.1.1.486	EPI_ISL_1048576
ME-HETL-J1410	ME-HETL-J1410	2/3/21	7916	B.1.2	EPI_ISL_1048740
ME-HETL-J1411	ME-HETL-J1411	2/3/21	10268	B.1.2	EPI_ISL_1048741
ME-HETL-J1412	ME-HETL-J1412	2/3/21	8755	B.1	EPI_ISL_1048742
ME-HETL-J1413	ME-HETL-J1413	2/3/21	5698	B.1.2	EPI_ISL_1048743
ME-HETL-J1414	ME-HETL-J1414	1/2/21	7677	B.1.311	EPI_ISL_1048672
ME-HETL-J1415	ME-HETL-J1415	1/2/21	9345	B.1.311	EPI_ISL_1048673
ME-HETL-J1416	ME-HETL-J1416	1/2/21	10720	B.1.311	EPI_ISL_1048674
ME-HETL-J1417	ME-HETL-J1417	1/2/21	8427	B.1.311	EPI_ISL_1048675
ME-HETL-J1418	ME-HETL-J1418	1/2/21	8920	B.1.311	EPI_ISL_1048676
ME-HETL-J1419	ME-HETL-J1419	1/2/21	8825	B.1.311	EPI_ISL_1048677
ME-HETL-J1420	ME-HETL-J1420	1/2/21	8074	B.1.311	EPI_ISL_1048678
ME-HETL-J1422	ME-HETL-J1422	DateMissing	2487		#N/A
ME-HETL-J1423	ME-HETL-J1423	1/4/21	8796	B.1.517	EPI_ISL_1048607
ME-HETL-J1424	ME-HETL-J1424	1/4/21	4663	B.1.2	EPI_ISL_1048679
ME-HETL-J1425	ME-HETL-J1425	1/4/21	8647	B.1.2	EPI_ISL_1048680
ME-HETL-J1426	ME-HETL-J1426	1/4/21	9669	B.1.517	EPI_ISL_1048681
ME-HETL-J1427	ME-HETL-J1427	1/4/21	5558	B.1.517	EPI_ISL_1048682
ME-HETL-J1428	ME-HETL-J1428	1/4/21	8092	B.1.311	EPI_ISL_1048683
ME-HETL-J1429	ME-HETL-J1429	1/4/21	10917	B.1.517	EPI_ISL_1048684
ME-HETL-J1430	ME-HETL-J1430	1/4/21	9968	B.1.2	EPI_ISL_1048609
ME-HETL-J1431	ME-HETL-J1431	2/1/21	9411	B.1.1.486	EPI_ISL_1048729
ME-HETL-J1432	ME-HETL-J1432	2/1/21	9643	B.1.2	EPI_ISL_1048730
ME-HETL-J1434	ME-HETL-J1434	2/1/21	8124	B.1.234	EPI_ISL_1048731
ME-HETL-J1435	ME-HETL-J1435	2/1/21	8318	B.1.214.3	EPI_ISL_3544222
ME-HETL-J1436	ME-HETL-J1436	1/28/21	3318	B.1.177	EPI_ISL_1048714
ME-HETL-J1437	ME-HETL-J1437	1/28/21	8854	B.1.517	EPI_ISL_1048715
ME-HETL-J1438	ME-HETL-J1438	1/29/21	8302	B.1.240	EPI_ISL_1048716
ME-HETL-J1439	ME-HETL-J1439	1/29/21	8147	B.1.240	EPI_ISL_1048717
ME-HETL-J1440	ME-HETL-J1440	1/31/21	2381	B.1.336	EPI_ISL_1048574
ME-HETL-J1441	ME-HETL-J1441	1/31/21	9792	B.1	EPI_ISL_1048719
ME-HETL-J1442	ME-HETL-J1442	1/31/21	9134	B.1	EPI_ISL_1048720
ME-HETL-J1443	ME-HETL-J1443	1/31/21	9279	B.1	EPI_ISL_1048721
ME-HETL-J1444	ME-HETL-J1444	2/3/21	2667	B.1.240	#N/A
ME-HETL-J1445	ME-HETL-J1445	2/3/21	8979	B.1.429	EPI_ISL_1048744
ME-HETL-J1446	ME-HETL-J1446	2/3/21	5914	B.1.349	EPI_ISL_1048745
ME-HETL-J1447	ME-HETL-J1447	2/3/21	8862	B.1.349	EPI_ISL_1048597
ME-HETL-J1448	ME-HETL-J1448	2/1/21	9835	B.1.517	EPI_ISL_1048732
ME-HETL-J1449	ME-HETL-J1449	1/4/21	10233	B.1.2	#N/A
ME-HETL-J1450	ME-HETL-J1450	1/4/21	6568	B.1.2	#N/A
ME-HETL-J1451	ME-HETL-J1451	1/4/21	1704	B.1	#N/A
ME-HETL-J1452	ME-HETL-J1452	1/5/21	9048	B.1.1.432	EPI_ISL_1048686
ME-HETL-J1453	ME-HETL-J1453	1/4/21	3856	B.1	EPI_ISL_1048685
ME-HETL-J1454	ME-HETL-J1454	1/6/21	9627	B.1.517	EPI_ISL_1048692
ME-HETL-J1455	ME-HETL-J1455	1/5/21	1476	B.1.2	EPI_ISL_1048602
ME-HETL-J1456	ME-HETL-J1456	1/6/21	8349	B.1.2	EPI_ISL_1048693
ME-HETL-J1457	ME-HETL-J1457	1/5/21	8174	B.1.2	EPI_ISL_1048687
ME-HETL-J1458	ME-HETL-J1458	1/5/21	7520	B.1	EPI_ISL_1048688
ME-HETL-J1459	ME-HETL-J1459	1/5/21	6853	B.1.2	EPI_ISL_1048689
ME-HETL-J1460	ME-HETL-J1460	DateMissing	8453		#N/A
ME-HETL-J1461	ME-HETL-J1461	1/5/21	8912	B.1.2	EPI_ISL_1048690
ME-HETL-J1462	ME-HETL-J1462	1/5/21	8069	B.1.2	EPI_ISL_1048691
ME-HETL-J1463	ME-HETL-J1463	1/6/21	7718	B.1.517	EPI_ISL_1048694
ME-HETL-J1464	ME-HETL-J1464	1/8/21	8016	B.1.2	EPI_ISL_1048695
ME-HETL-J1465	ME-HETL-J1465	1/8/21	3362	B.1.2	EPI_ISL_1048591
ME-HETL-J1466	ME-HETL-J1466	1/8/21	8604	B.1.2	EPI_ISL_1048696
ME-HETL-J1467	ME-HETL-J1467	1/8/21	9611	B.1.2	EPI_ISL_1048697
ME-HETL-J1468	ME-HETL-J1468	1/22/21	9226	B.1.2	EPI_ISL_1048699
ME-HETL-J1469	ME-HETL-J1469	1/22/21	9780	B.1.240	EPI_ISL_1048700
ME-HETL-J1470	ME-HETL-J1470	1/8/21	8108	B.1.2	EPI_ISL_1048698
ME-HETL-J1251	ME-HETL-J1251-B	2/4/21	50359	B.1.1.7	EPI_ISL_1048598
ME-HETL-J1247	ME-HETL-J1247-B	2/5/21	6998	B.1	EPI_ISL_1048752
ME-HETL-J1255	ME-HETL-J1255-B	2/1/21	7834	B.1.2	EPI_ISL_1048617
ME-HETL-J1263	ME-HETL-J1263-B	2/1/21	10191	B.1.2	EPI_ISL_1048733
ME-HETL-J1270	ME-HETL-J1270-B	2/3/21	665	B.1.2	EPI_ISL_1048573
ME-HETL-J1278	ME-HETL-J1278-B	2/5/21	6471	B.1.2	EPI_ISL_1048753
ME-HETL-J1286	ME-HETL-J1286-B	2/4/21	1186	B.1.1.265	#N/A
ME-HETL-J1310	ME-HETL-J1310-B	2/5/21	8921	B.1.2	EPI_ISL_1048754
ME-HETL-J1318	ME-HETL-J1318-B	2/5/21	6557	B.1.110.3	#N/A
ME-HETL-J1326	ME-HETL-J1326-B	2/1/21	8540	B.1.2	EPI_ISL_1048734
ME-HETL-J1334	ME-HETL-J1334-B	1/27/21	6997	B.1.2	EPI_ISL_1048709
ME-HETL-J1471	ME-HETL-J1471	11/20/20	3351	B.1.2	EPI_ISL_1048647
ME-HETL-J1472	ME-HETL-J1472	11/20/20	3438	B.1.466.1	EPI_ISL_1048620
ME-HETL-J1473	ME-HETL-J1473	11/20/20	2931	B.1.1	EPI_ISL_1048648
ME-HETL-J1474	ME-HETL-J1474	11/20/20	1778	B.1.1	EPI_ISL_1048587
ME-HETL-J1484	ME-HETL-J1484	6/16/20	3757	B.1	EPI_ISL_1048627
ME-HETL-J1487	ME-HETL-J1487	6/16/20	4424	B.1.2	EPI_ISL_1048605
ME-HETL-J1488	ME-HETL-J1488	11/12/20	1632	B.1.2	EPI_ISL_1048599
ME-HETL-J1489	ME-HETL-J1489	11/12/20	3372	B.1.2	EPI_ISL_1048639
ME-HETL-J1490	ME-HETL-J1490	11/12/20	961	B.1.2	EPI_ISL_1048584
ME-HETL-J1491	ME-HETL-J1491	11/12/20	3423	B.1.2	EPI_ISL_1048606
ME-HETL-J1492	ME-HETL-J1492	11/12/20	3296	B.1.2	EPI_ISL_1048640
ME-HETL-J1493	ME-HETL-J1493	11/12/20	2977	B.1.2	EPI_ISL_1048641
ME-HETL-J1494	ME-HETL-J1494	11/9/20	3660	B.1.2	EPI_ISL_1048629
ME-HETL-J1495	ME-HETL-J1495	11/8/20	3422	B.1.2	EPI_ISL_1048628
ME-HETL-J1496	ME-HETL-J1496	11/8/20	3609	B.1.1.180	EPI_ISL_1048614
ME-HETL-J1497	ME-HETL-J1497	11/9/20	1501	B.1.2	EPI_ISL_1048630
ME-HETL-J1498	ME-HETL-J1498	11/9/20	2810	B.1.2	EPI_ISL_1048631
ME-HETL-J1499	ME-HETL-J1499	11/9/20	3350	B.1.234	EPI_ISL_1048632
ME-HETL-J1500	ME-HETL-J1500	11/9/20	897	B.1.2	EPI_ISL_1048571
ME-HETL-J1501	ME-HETL-J1501	11/9/20	306	B.1.2	EPI_ISL_1048603
ME-HETL-J1502	ME-HETL-J1502	11/9/20	1483	B.1.2	EPI_ISL_1048600
ME-HETL-J1503	ME-HETL-J1503	11/9/20	3467	B.1.243	EPI_ISL_1048633
ME-HETL-J1504	ME-HETL-J1504	11/9/20	4273	B.1.243	EPI_ISL_1048634
ME-HETL-J1505	ME-HETL-J1505	11/9/20	3563	B.1.243	EPI_ISL_1048635
ME-HETL-J1506	ME-HETL-J1506	11/9/20	3749	B.1.243	EPI_ISL_1048636
ME-HETL-J1508	ME-HETL-J1508	11/9/20	2212	B.1.2	EPI_ISL_1048596
ME-HETL-J1510	ME-HETL-J1510	11/9/20	3346	B.1.2	EPI_ISL_1048637
ME-HETL-J1511	ME-HETL-J1511	11/9/20	3494	B.1.2	EPI_ISL_1048638
ME-HETL-J1513	ME-HETL-J1513	6/12/20	3049	B.1	EPI_ISL_1048626
ME-HETL-J1514	ME-HETL-J1514	6/4/20	3724	B.1	EPI_ISL_1048622
ME-HETL-J1523	ME-HETL-J1523	6/5/20	3089	B.1	EPI_ISL_1048624
ME-HETL-J1524	ME-HETL-J1524	6/4/20	3184	B.1	EPI_ISL_1048623
ME-HETL-J1529	ME-HETL-J1529	6/5/20	3585	B.1	EPI_ISL_1048625
ME-HETL-J1530	ME-HETL-J1530	6/4/20	3413	B.1.470	#N/A
ME-HETL-J1535	ME-HETL-J1535	11/19/20	3950	B.1.2	EPI_ISL_1048644
ME-HETL-J1536	ME-HETL-J1536	11/18/20	3497	B.1.2	EPI_ISL_1048642
ME-HETL-J1539	ME-HETL-J1539	11/19/20	2802	B.1.2	EPI_ISL_1048619
ME-HETL-J1540	ME-HETL-J1540	11/19/20	3117	B.1.425	EPI_ISL_1048645
ME-HETL-J1541	ME-HETL-J1541	11/19/20	3557	B.1.2	EPI_ISL_1048646
ME-HETL-J1542	ME-HETL-J1542	11/18/20	1279	B.1.2	EPI_ISL_1048643
ME-HETL-J1543	ME-HETL-J1543	11/23/20	3586	B.1.2	EPI_ISL_1048649
ME-HETL-J1544	ME-HETL-J1544	11/23/20	2971	B.1.2	#N/A
ME-HETL-J1545	ME-HETL-J1545	11/23/20	1314	B.1.2	EPI_ISL_1048578
ME-HETL-J1546	ME-HETL-J1546	11/23/20	2960	B.1.603	EPI_ISL_1048608
ME-HETL-J1547	ME-HETL-J1547	11/23/20	3562	B.1.2	EPI_ISL_1048650
ME-HETL-J1548	ME-HETL-J1548	11/23/20	3179	B.1.2	EPI_ISL_1048651
ME-HETL-J1549	ME-HETL-J1549	1/26/21	2240	B.1.160	EPI_ISL_1048705
ME-HETL-J1550	ME-HETL-J1550	1/26/21	3078	B.1.591	EPI_ISL_1048706
ME-HETL-J1551	ME-HETL-J1551	1/27/21	1743	B.1.2	EPI_ISL_1048710
ME-HETL-J1552	ME-HETL-J1552	1/27/21	3079	B.1.2	EPI_ISL_1048711
ME-HETL-J1553	ME-HETL-J1553	1/26/21	2535	B.1.517	EPI_ISL_1048707
ME-HETL-J1554	ME-HETL-J1554	1/24/21	3500	B.1.2	EPI_ISL_1048701
ME-HETL-J1555	ME-HETL-J1555	1/24/21	3484	B.1.2	EPI_ISL_1048702
ME-HETL-J1556	ME-HETL-J1556	1/26/21	3146	B.1.2	EPI_ISL_1048708
ME-HETL-J1557	ME-HETL-J1557	1/25/21	3240	B.1.240	EPI_ISL_1048704
ME-HETL-J1558	ME-HETL-J1558	1/27/21	4458	B.1.234	EPI_ISL_1048712
ME-HETL-J1559	ME-HETL-J1559	1/27/21	3073	B.1.591	EPI_ISL_1048713
ME-HETL-J1560	ME-HETL-J1560	6/3/20	3787	B.1	EPI_ISL_1048616
ME-HETL-J1564	ME-HETL-J1564	6/3/20	3748	B.1	EPI_ISL_1048621
ME-HETL-J1567	ME-HETL-J1567	2/9/21	4093	B.1.311	EPI_ISL_1048761
ME-HETL-J1568	ME-HETL-J1568	2/9/21	5432	B.1.2	#N/A
ME-HETL-J1569	ME-HETL-J1569	2/10/21	3711	B.1.2	EPI_ISL_1048767
ME-HETL-J1570	ME-HETL-J1570	2/9/21	4542	B.1.240	EPI_ISL_1048762
ME-HETL-J1571	ME-HETL-J1571	2/9/21	614	B.1.517	#N/A
ME-HETL-J1572	ME-HETL-J1572	2/10/21	5035	B.1.2	EPI_ISL_1048768
ME-HETL-J1573	ME-HETL-J1573	2/9/21	2035	B.1.2	EPI_ISL_1048763
ME-HETL-J1575	ME-HETL-J1575	2/10/21	1328	B.1.2	EPI_ISL_1048579
ME-HETL-J1576	ME-HETL-J1576	2/10/21	5196	P.2	EPI_ISL_1048769
ME-HETL-J1577	ME-HETL-J1577	2/10/21	1799	B.1.575	EPI_ISL_1048582
ME-HETL-J1578	ME-HETL-J1578	2/9/21	4623	B.1.2	EPI_ISL_1048764
ME-HETL-J1579	ME-HETL-J1579	2/9/21	4688	B.1.2	EPI_ISL_1048765
ME-HETL-J1580	ME-HETL-J1580	2/10/21	2746	B.1.2	EPI_ISL_1048615
ME-HETL-J1581	ME-HETL-J1581	2/10/21	4266	B.1.349	EPI_ISL_1048770
ME-HETL-J1582	ME-HETL-J1582	2/10/21	3306	B.1.409	EPI_ISL_1048595
ME-HETL-J1583	ME-HETL-J1583	2/10/21	3210	B.1.2	EPI_ISL_1048771
ME-HETL-J1584	ME-HETL-J1584	2/10/21	4154	B.1.349	EPI_ISL_1048772
ME-HETL-J1586	ME-HETL-J1586	2/10/21	4816	B.1.2	EPI_ISL_1048773
ME-HETL-J1587	ME-HETL-J1587	2/10/21	4308	B.1.2	EPI_ISL_1048774
ME-HETL-J1588	ME-HETL-J1588	2/10/21	1212	B.1.240	EPI_ISL_1048581
ME-HETL-J1589	ME-HETL-J1589	2/11/21	2670	B.1.409	EPI_ISL_1048778
ME-HETL-J1590	ME-HETL-J1590	2/11/21	4886	B.1.517	EPI_ISL_1048779
ME-HETL-J1591	ME-HETL-J1591	2/10/21	4735	B.1.2	EPI_ISL_1048775
ME-HETL-J1592	ME-HETL-J1592	2/10/21	4638	C.23	EPI_ISL_1048612
ME-HETL-J1593	ME-HETL-J1593	2/10/21	5117	B.1.2	EPI_ISL_1048776
ME-HETL-J1595	ME-HETL-J1595	2/11/21	5630	B.1.240	EPI_ISL_1048780
ME-HETL-J1596	ME-HETL-J1596	2/11/21	4128	B.1.240	EPI_ISL_1048781
ME-HETL-J1597	ME-HETL-J1597	2/11/21	497	B.1	EPI_ISL_1048604
ME-HETL-J1598	ME-HETL-J1598	2/11/21	5189	B.1.298	EPI_ISL_1048594
ME-HETL-J1599	ME-HETL-J1599	2/11/21	839	B.1.1.265	EPI_ISL_1048572
ME-HETL-J1600	ME-HETL-J1600	2/11/21	5677	B.1.1.265	EPI_ISL_1048588
ME-HETL-J1601	ME-HETL-J1601	2/11/21	4830	B.1.2	EPI_ISL_1048782
ME-HETL-J1602	ME-HETL-J1602	2/12/21	2525	B.1.2	EPI_ISL_1048585
ME-HETL-J1603	ME-HETL-J1603	2/11/21	5085	B.1.234	EPI_ISL_1048783
ME-HETL-J1604	ME-HETL-J1604	2/10/21	1957	P.2	EPI_ISL_1048777
ME-HETL-J1605	ME-HETL-J1605	2/12/21	4203	B.1.2	EPI_ISL_1048784
ME-HETL-J1608	ME-HETL-J1608	2/12/21	4322	B.1.2	EPI_ISL_1048785
ME-HETL-J1609	ME-HETL-J1609	2/12/21	1652	B.1.517	EPI_ISL_1048577
ME-HETL-J1610	ME-HETL-J1610	2/12/21	4049	B.1.2	EPI_ISL_1048786
ME-HETL-J1611	ME-HETL-J1611	2/12/21	4835	B.1.2	EPI_ISL_1048787
ME-HETL-J1612	ME-HETL-J1612	2/12/21	4458	B.1.243	EPI_ISL_1048613
ME-HETL-J1613	ME-HETL-J1613	2/12/21	1743	B.1.243	EPI_ISL_1048610
ME-HETL-J1614	ME-HETL-J1614	2/12/21	5408	B.1.311	EPI_ISL_1048788
ME-HETL-J1615	ME-HETL-J1615	2/12/21	4829	B.1.2	EPI_ISL_1048789
ME-HETL-J1616	ME-HETL-J1616	2/12/21	4604	B.1.2	EPI_ISL_1048790
ME-HETL-J1617	ME-HETL-J1617	2/11/21	1546	B.1.375	EPI_ISL_1048580
ME-HETL-J1618	ME-HETL-J1618	2/12/21	4440	B.1.2	EPI_ISL_1048791
ME-HETL-J1619	ME-HETL-J1619	2/12/21	4660	B.1.240	EPI_ISL_1048792
ME-HETL-J1621	ME-HETL-J1621	2/13/21	6426	B.1.517	EPI_ISL_1048793
ME-HETL-J1622	ME-HETL-J1622	2/13/21	2299	B.1.2	EPI_ISL_1048592
ME-HETL-J1623	ME-HETL-J1623	2/13/21	4626	B.1.2	EPI_ISL_1048794
ME-HETL-J1624	ME-HETL-J1624	2/13/21	1897	B.1.2	EPI_ISL_1048795
ME-HETL-J1625	ME-HETL-J1625	2/13/21	5814	B.1.517	EPI_ISL_1048796
ME-HETL-J1627	ME-HETL-J1627	1/24/21	5816	B.1.2	EPI_ISL_1048703
ME-HETL-J1628	ME-HETL-J1628	2/12/21	5446	B.1.565	EPI_ISL_1048611
ME-HETL-J1630	ME-HETL-J1630	2/12/21	5143	B.1.1.265	EPI_ISL_1048589
ME-HETL-J1631	ME-HETL-J1631	2/12/21	5537	B.1.1.265	EPI_ISL_1048590
ME-HETL-J1633	ME-HETL-J1633	2/9/21	1960	B.1.2	EPI_ISL_1048766
ME-HETL-J1634	ME-HETL-J1634	12/19/20	765	B.1.369	EPI_ISL_1048601
ME-HETL-J1635	ME-HETL-J1635	12/19/20	4248	B.1.369	EPI_ISL_1048652
ME-HETL-J1636	ME-HETL-J1636	12/19/20	629	B.1.369	#N/A
ME-HETL-J1638	ME-HETL-J1638	12/19/20	5805	B.1.369	EPI_ISL_1048653
ME-HETL-J1639	ME-HETL-J1639	12/19/20	3504	B.1.369	#N/A
ME-HETL-J1640	ME-HETL-J1640	12/19/20	705	B.1.369	#N/A
ME-HETL-J1641	ME-HETL-J1641	2/6/21	2698	B.1.517	#N/A
ME-HETL-J1642	ME-HETL-J1642	2/6/21	4618	B.1.517	EPI_ISL_1048755
ME-HETL-J1643	ME-HETL-J1643	2/6/21	3789	B.1.517	EPI_ISL_1048756
ME-HETL-J1644	ME-HETL-J1644	2/6/21	4737	B.1.517	EPI_ISL_1048757
ME-HETL-J1645	ME-HETL-J1645	2/6/21	5231	B.1.2	EPI_ISL_1048758
ME-HETL-J1646	ME-HETL-J1646	2/6/21	4599	B.1.429	EPI_ISL_1048759
ME-HETL-J1647	ME-HETL-J1647	2/6/21	5046	B.1.2	EPI_ISL_1048760
ME-HETL-J1649	ME-HETL-J1649	12/26/20	4904	B.1.311	EPI_ISL_1048654
ME-HETL-J1650	ME-HETL-J1650	12/26/20	5377	B.1.311	EPI_ISL_1048655
ME-HETL-J1651	ME-HETL-J1651	12/26/20	4416	B.1.311	EPI_ISL_1048656
ME-HETL-J1652	ME-HETL-J1652	12/26/20	4133	B.1.311	EPI_ISL_1048657
ME-HETL-J1653	ME-HETL-J1653	12/26/20	4288	B.1.311	EPI_ISL_1048658
ME-HETL-J1654	ME-HETL-J1654	12/26/20	1696	B.1.311	EPI_ISL_1048586
ME-HETL-J1655	ME-HETL-J1655	12/26/20	2633	B.1.311	EPI_ISL_1048659
ME-HETL-J1656	ME-HETL-J1656	12/26/20	5596	B.1.311	EPI_ISL_1048660
ME-HETL-J1657	ME-HETL-J1657	12/26/20	5764	B.1.311	EPI_ISL_1048661
ME-HETL-J1658	ME-HETL-J1658	12/26/20	4622	B.1.311	EPI_ISL_1048662
ME-HETL-J1659	ME-HETL-J1659	12/26/20	4669	B.1.311	EPI_ISL_1048663
ME-HETL-J1660	ME-HETL-J1660	12/26/20	3962	B.1.311	EPI_ISL_1048664
ME-HETL-J1662	ME-HETL-J1662	2/13/21	5818	B.1.2	EPI_ISL_1163585
ME-HETL-J1663	ME-HETL-J1663	2/13/21	9285	B.1.311	EPI_ISL_1163586
ME-HETL-J1664	ME-HETL-J1664	2/14/21	7776	B.1.517	EPI_ISL_1163587
ME-HETL-J1665	ME-HETL-J1665	2/14/21	9513	B.1.110.3	#N/A
ME-HETL-J1668	ME-HETL-J1668	2/15/21	9794	B.1.2	EPI_ISL_1163588
ME-HETL-J1669	ME-HETL-J1669	2/15/21	4949	B.1.2	EPI_ISL_1163589
ME-HETL-J1670	ME-HETL-J1670	2/15/21	6449	B.1.2	EPI_ISL_1163590
ME-HETL-J1671	ME-HETL-J1671	2/16/21	8297	B.1.2	EPI_ISL_1163591
ME-HETL-J1673	ME-HETL-J1673	2/16/21	3292	B.1.110.3	#N/A
ME-HETL-J1674	ME-HETL-J1674	2/16/21	9690	B.1.2	EPI_ISL_1163592
ME-HETL-J1675	ME-HETL-J1675	2/16/21	7868	B.1.240	EPI_ISL_1163593
ME-HETL-J1677	ME-HETL-J1677	2/16/21	9180	B.1.240	EPI_ISL_1163594
ME-HETL-J1678	ME-HETL-J1678	2/17/21	7939	B.1.429	EPI_ISL_1163596
ME-HETL-J1680	ME-HETL-J1680	2/17/21	5185	B.1.517	EPI_ISL_1163597
ME-HETL-J1681	ME-HETL-J1681	2/17/21	1669	B.1.2	EPI_ISL_1163598
ME-HETL-J1682	ME-HETL-J1682	2/17/21	7918	B.1.311	EPI_ISL_1163599
ME-HETL-J1683	ME-HETL-J1683	2/17/21	5926	B.1.311	EPI_ISL_1163600
ME-HETL-J1684	ME-HETL-J1684	2/17/21	7971	B.1.2	EPI_ISL_1163601
ME-HETL-J1685	ME-HETL-J1685	2/17/21	3497	B.1.240	EPI_ISL_1163602
ME-HETL-J1686	ME-HETL-J1686	2/18/21	6059	B.1.2	EPI_ISL_1163609
ME-HETL-J1687	ME-HETL-J1687	2/18/21	7426	B.1.429	EPI_ISL_1163610
ME-HETL-J1688	ME-HETL-J1688	2/18/21	7808	B.1.1.207	EPI_ISL_1163611
ME-HETL-J1691	ME-HETL-J1691	2/18/21	7104	B.1.2	EPI_ISL_1163612
ME-HETL-J1692	ME-HETL-J1692	2/19/21	3369	B.1.2	#N/A
ME-HETL-J1693	ME-HETL-J1693	2/19/21	8064	B.1.2	EPI_ISL_1163613
ME-HETL-J1694	ME-HETL-J1694	2/19/21	2782	B.1.517	EPI_ISL_1163614
ME-HETL-J1695	ME-HETL-J1695	2/17/21	8212	B.1.1.265	EPI_ISL_1163603
ME-HETL-J1696	ME-HETL-J1696	2/17/21	6693	B.1.517	EPI_ISL_1163604
ME-HETL-J1699	ME-HETL-J1699	2/17/21	5741	B.1.517	EPI_ISL_1163605
ME-HETL-J1700	ME-HETL-J1700	2/17/21	6004	B.1.517	EPI_ISL_1163606
ME-HETL-J1702	ME-HETL-J1702	12/11/20	8484	B.1.240	EPI_ISL_1163539
ME-HETL-J1703	ME-HETL-J1703	12/13/20	7023	B.1.240	EPI_ISL_1163540
ME-HETL-J1704	ME-HETL-J1704	12/14/20	1286	B.1.240	#N/A
ME-HETL-J1705	ME-HETL-J1705	12/21/20	6358	B.1.240	EPI_ISL_1163541
ME-HETL-J1706	ME-HETL-J1706	12/21/20	7744	B.1.240	EPI_ISL_1163542
ME-HETL-J1708	ME-HETL-J1708	12/23/20	3513	B.1.240	EPI_ISL_1163543
ME-HETL-J1709	ME-HETL-J1709	12/23/20	7213	B.1.240	EPI_ISL_1163544
ME-HETL-J1710	ME-HETL-J1710	12/23/20	3230	B.1.240	EPI_ISL_1163545
ME-HETL-J1711	ME-HETL-J1711	12/24/20	7518	B.1.2	EPI_ISL_1163546
ME-HETL-J1712	ME-HETL-J1712	12/25/20	6663	B.1.240	EPI_ISL_1163547
ME-HETL-J1713	ME-HETL-J1713	12/28/20	6155	B.1.2	EPI_ISL_1163548
ME-HETL-J1714	ME-HETL-J1714	12/29/20	6379	B.1.240	EPI_ISL_1163549
ME-HETL-J1715	ME-HETL-J1715	1/5/21	3000	B.1.240	EPI_ISL_1163550
ME-HETL-J1716	ME-HETL-J1716	1/7/21	8448	B.1.517	EPI_ISL_1163553
ME-HETL-J1717	ME-HETL-J1717	1/7/21	8164	B.1.409	EPI_ISL_1163554
ME-HETL-J1718	ME-HETL-J1718	1/7/21	7078	B.1.2	EPI_ISL_1163555
ME-HETL-J1720	ME-HETL-J1720	1/26/21	4827	B.1.517	EPI_ISL_1163568
ME-HETL-J1721	ME-HETL-J1721	1/31/21	2323	B.1.2	EPI_ISL_1163569
ME-HETL-J1722	ME-HETL-J1722	2/3/21	2788	B.1.240	EPI_ISL_1163570
ME-HETL-J1723	ME-HETL-J1723	2/8/21	8295	P.2	EPI_ISL_1163571
ME-HETL-J1724	ME-HETL-J1724	2/8/21	8236	B.1.2	EPI_ISL_1163572
ME-HETL-J1725	ME-HETL-J1725	2/8/21	7582	P.2	EPI_ISL_1163573
ME-HETL-J1727	ME-HETL-J1727	2/8/21	7965	B.1.1.207	EPI_ISL_1163574
ME-HETL-J1728	ME-HETL-J1728	2/8/21	7625	B.1.240	EPI_ISL_1163575
ME-HETL-J1729	ME-HETL-J1729	2/9/21	7515	B.1.1.486	EPI_ISL_1163576
ME-HETL-J1730	ME-HETL-J1730	2/9/21	4746	B.1.517	EPI_ISL_1163577
ME-HETL-J1731	ME-HETL-J1731	2/9/21	6934	B.1.2	EPI_ISL_1163578
ME-HETL-J1732	ME-HETL-J1732	2/9/21	7385	B.1.2	EPI_ISL_1163579
ME-HETL-J1733	ME-HETL-J1733	2/10/21	4863	B.1.2	EPI_ISL_1163580
ME-HETL-J1735	ME-HETL-J1735	2/10/21	3073	P.2	EPI_ISL_1163581
ME-HETL-J1736	ME-HETL-J1736	2/10/21	5761	B.1.2	EPI_ISL_1163582
ME-HETL-J1737	ME-HETL-J1737	2/10/21	7378	B.1.2	EPI_ISL_1163583
ME-HETL-J1738	ME-HETL-J1738	2/10/21	4327	B.1.2	EPI_ISL_1163584
